number,school,address,email
250,용인대학교일반대학원,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교)"
251,우석대학교,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교)"
252,우석대학교 일반대학원,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교)"
253,울산대학교,"울산광역시 남구 대학로 93 (무거동, 울산대학교)"
254,울산대학교 대학원,"울산광역시 남구 대학로 93 (무거동, 울산대학교)"
255,원광대학교,"전라북도 익산시 익산대로 460 (신동, 원광대학교)"
256,원광대학교 대학원,"전라북도 익산시 익산대로 460 (신동, 원광대학교)"
257,위덕대학교,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)"
258,위덕대학교 대학원,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)"
259,을지대학교,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교대전캠퍼스)"
260,을지대학교,"경기도 성남시 수정구 산성대로 553 (양지동, 을지대학교)"
261,을지대학교일반대학원,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교대전캠퍼스)"
262,이화여자대학교,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)"
263,이화여자대학교 대학원,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)"
264,인제대학교,"경상남도 김해시 인제로 197 (어방동, 인제대학교)"
265,인제대학교,"부산광역시 부산진구 복지로 75 (개금동, 부산백병원)"
266,인제대학교 일반대학원,"경상남도 김해시 인제로 197 (어방동, 인제대학교)"
267,인천가톨릭대학교,인천광역시 강화군 양도면 고려왕릉로 53-1 (도장리)
268,인천가톨릭대학교,"인천광역시 연수구 해송로 12 (송도동, 인천가톨릭대학교)"
269,인천가톨릭대학교대학원,"인천광역시 강화군 양도면 고려왕릉로 53-1 (도장리, 인천가톨릭대학교)"
270,인천가톨릭대학교 일반대학원,"인천광역시 연수구 해송로 12 (송도동, 인천가톨릭대학교)"
271,인하대학교,"인천광역시 남구 인하로 100 (용현동, 인하대학교)"
272,인하대학교대학원,"인천광역시 남구 인하로 100 (용현동, 인하대학교)"
273,장로회신학대학교,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교)"
274,장로회신학대학교 일반대학원,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교)"
275,전주대학교,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)"
276,전주대학교 일반대학원,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)"
277,조선대학교,"광주광역시 동구 필문대로 309 (서석동, 조선대학교)"
278,조선대학교대학원,"광주광역시 동구 필문대로 309 (서석동, 조선대학교)"
279,중부대학교,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)"
280,중부대학교일반대학원,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)"
281,중앙대학교 서울캠퍼스,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)"
282,중앙대학교 안성캠퍼스,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)"
283,중앙대학교 대학원,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)"
284,중앙대학교 대학원,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)"
285,중앙승가대학교,경기도 김포시 승가로 123 (풍무동)
286,중앙승가대학교대학원,경기도 김포시 승가로 123 (풍무동)
287,백석대학교,"충청남도 천안시 동남구 문암로 76 (안서동, 백석대학교)"
288,백석대학교 교육대학원,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교)"
289,청주대학교,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)"
290,청주대학교일반대학원,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)"
291,총신대학교,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)"
292,총신대학교일반대학원,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)"
293,추계예술대학교,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)"
294,추계예술대학교 일반대학원,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)"
295,침례신학대학교,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학교)"
296,침례신학대학교대학원,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학교)"
297,칼빈대학교,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)"
298,칼빈대학교대학원,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)"
299,칼빈신학대학원,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)"
300,평택대학교,"경기도 평택시 서동대로 3825 (용이동, 평택대학교)"
301,평택대학교 일반대학원,"경기도 평택시 서동대로 3825 (용이동, 평택대학교)"
302,차의과학대학교,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)"
303,차의과학대학교 대학원,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)"
304,포항공과대학교,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)"
305,포항공과대학교 대학원,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)"
306,한국기술교육대학교,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)"
307,한국기술교육대학교 대학원,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)"
308,한국기술교육대학교 IT융합과학경영산업대학원,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)"
309,한국기술교육대학교테크노인력개발전문대학원,"충청남도 천안시 서북구 과수원길 18 (부대동, 한국기술교육대학교두정IOC캠퍼스)"
310,한국성서대학교,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)"
311,한국성서대학교대학원,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)"
312,한국외국어대학교,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)"
313,한국외국어대학교 일반대학원,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)"
314,한국항공대학교,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)"
315,한국항공대학교대학원,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)"
316,한국항공대학교 항공·경영대학원,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)"
317,한남대학교,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)"
318,한남대학교대학원,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)"
319,한동대학교,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)"
320,한동대학교 일반대학원,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)"
321,한라대학교,"강원도 원주시 흥업면 한라대길 28 (흥업리, 한라대학교)"
322,한라대학교정보산업대학원,"강원도 원주시 흥업면 한라대길 28 (흥업리, 한라대학교)"
323,한림대학교,"강원도 춘천시 한림대학길 1 (옥천동, 한림대학교)"
324,한림대학교대학원,"강원도 춘천시 한림대학길 1 (옥천동, 한림대학교)"
325,한서대학교,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)"
326,한서대학교대학원,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)"
327,한성대학교,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)"
328,한성대학교일반대학원,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)"
329,한세대학교,"경기도 군포시 한세로 30 (당정동, 한세대학교)"
330,한세대학교 대학원,"경기도 군포시 한세로 30 (당정동, 한세대학교)"
331,한신대학교,"경기도 오산시 한신대길 137 (양산동, 한신대학교)"
332,한신대학교대학원,"경기도 오산시 한신대길 137 (양산동, 한신대학교)"
333,한양대학교,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)"
334,한양대학교,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교)"
335,한양대학교대학원,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)"
336,한양대학교 대학원,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교)"
337,서울한영대학교,"서울특별시 구로구 경인로 290-42 (개봉동, 한영신학대학교)"
338,서울한영대학교 일반대학원,"서울특별시 구로구 경인로 290-42 (개봉동, 한영신학대학교)"
339,한일장신대학교,"전라북도 완주군 상관면 왜목로 726-15 (신리, 한일장신대학교)"
340,한일장신대학교 일반대학원,"전라북도 완주군 상관면 왜목로 726-15 (신리, 한일장신대학교)"
341,협성대학교,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교)"
342,협성대학교일반대학원,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교)"
343,호남대학교,"광주광역시 광산구 호남대길 100 (서봉동, 호남대학교광산캠퍼스)"
344,호남대학교 일반대학원,"광주광역시 광산구 호남대길 100 (서봉동, 호남대학교광산캠퍼스)"
345,호남신학대학교,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교)"
346,호남신학대학교대학원,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교)"
347,호서대학교,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)"
348,호서대학교 대학원,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)"
349,홍익대학교,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)"
350,홍익대학교 세종캠퍼스,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스)"
351,홍익대학교 세종캠퍼스,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스)"
352,홍익대학교 대학원,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)"
353,홍익대학교 일반대학원,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스)"
354,꽃동네대학교,"충청북도 청주시 서원구 현도면 상삼길 133 (상삼리, 꽃동네대학교)"
355,남부대학교,"광주광역시 광산구 첨단중앙로 23 (월계동, 남부대학교)"
356,남부대학교 일반대학원,"광주광역시 광산구 첨단중앙로 23 (월계동, 남부대학교)"
357,예원예술대학교,"전라북도 임실군 신평면 창인로 117 (창인리, 예원예술학교)"
358,예원예술대학교,"경기도 양주시 은현면 화합로1134번길 110 (용암리, 예원예술대학교양주캠퍼스)"
359,목포가톨릭대학교,"전라남도 목포시 영산로 697 (석현동, 목포가톨릭대학교)"
360,부산장신대학교,경상남도 김해시 김해대로 1894-68 (구산동)
361,부산장신대학교일반대학원,경상남도 김해시 김해대로 1894-68 (구산동)
362,금강대학교,"충청남도 논산시 상월면 상월로 522 (대명리, 금강대학교)"
363,금강대학교 일반대학원,"충청남도 논산시 상월면 상월로 522 (대명리, 금강대학교)"
364,예수대학교,"전라북도 전주시 완산구 서원로 383 (중화산동1가, 예수대학교)"
365,예수대학교 일반대학원,"전라북도 전주시 완산구 서원로 383 (중화산동1가, 예수대학교)"
366,한국국제대학교,"경상남도 진주시 문산읍 동부로 965 (상문리, 한국국제대학교)"
367,한국국제대학교 일반대학원,"경상남도 진주시 문산읍 동부로 965 (상문리, 한국국제대학교)"
368,한북대학교,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)"
369,광주대학교,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)"
370,광주대학교 일반대학원,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)"
371,광주대학교사회복지전문대학원,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)"
372,광주대학교 보건상담정책대학원,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)"
373,신경대학교,"경기도 화성시 남양읍 남양중앙로 400-5 (남양리, 신경대학교)"
374,동명대학교,"부산광역시 남구 신선로 428 (용당동, 동명대학교)"
375,동명대학교 일반대학원,"부산광역시 남구 신선로 428 (용당동, 동명대학교)"
376,동명대학교 복지산업대학원,"부산광역시 남구 신선로 428 (용당동, 동명대학교)"
377,영산대학교,"경상남도 양산시 주남로 288 (주남동, 영산대학교양산캠퍼스)"
378,영산대학교,"부산광역시 해운대구 반송순환로 142 (반송동, 영산대학교해운대캠퍼스)"
379,영산대학교 일반대학원,"경상남도 양산시 주남로 288 (주남동, 영산대학교양산캠퍼스)"
380,대전신학대학교,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)"
381,대전신학대학교 일반대학원,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)"
382,대전신학대학교 신학대학원,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)"
383,중원대학교,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)"
384,중원대학교 일반대학원,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)"
385,우송대학교(본교),"대전광역시 동구 동대전로 171 (자양동, 우송정보대학,우송대서캠퍼스)"
386,우송대학교 일반대학원,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학,우송대서캠퍼스)"
387,김천대학교,"경상북도 김천시 대학로 214 (삼락동, 김천대학교)"
388,김천대학교 상담·신학·경영대학원,"경상북도 김천시 대학로 214 (삼락동, 김천대학교)"
389,김천대학교 글로컬휴먼대학원,"경상북도 김천시 대학로 214 (삼락동, 김천대학교)"
390,한려대학교,"전라남도 광양시 광양읍 한려대길 94-13 (덕례리, 한려대학교)"
391,한려대학교 일반대학원,"전라남도 광양시 광양읍 한려대길 94-13 (덕례리, 한려대학교)"
392,송원대학교,"광주광역시 남구 송암로 73 (송하동, 송원대학)"
393,송원대학교 휴먼산업대학원,"광주광역시 남구 송암로 73 (송하동, 송원대학)"
394,경운대학교,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)"
395,경운대학교 일반대학원,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)"
396,남서울대학교,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)"
397,남서울대학교 일반대학원,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)"
398,초당대학교,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)"
399,초당대학교 일반대학원,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)"
400,한국산업기술대학교,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교)"
401,한국산업기술대학교 일반대학원,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교)"
402,제주국제대학교,제주특별자치도 제주시 516로 2870 (영평동)
403,제주국제대학교 일반대학원,제주특별자치도 제주시 516로 2870 (영평동)
404,창신대학교,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학)"
405,창신대학교 대학원,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)"
406,신한대학교,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)"
407,신한대학교,"경기도 의정부시 호암로 95 (호원동, 신한대학교)"
408,신한대학교 일반대학원,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)"
409,울산과학기술원,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술대학교)"
410,울산과학기술원 일반대학원,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술대학교)"
411,공주교육대학교,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)"
412,공주교육대학교교육대학원,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)"
413,광주교육대학교,"광주광역시 북구 필문대로 55 (풍향동, 광주교육대학교)"
414,광주교육대학교교육대학원,"광주광역시 북구 필문대로 55 (풍향동, 광주교육대학원)"
415,대구교육대학교,"대구광역시 남구 중앙대로 219 (대명동, 대구교육대학교)"
416,대구교육대학교교육대학원,"대구광역시 남구 중앙대로 219 (대명동, 대구교육대학교)"
417,부산교육대학교,"부산광역시 연제구 교대로 24 (거제동, 부산교육대학교)"
418,부산교육대학교교육대학원,"부산광역시 연제구 교대로 24 (거제동, 부산교육대학교)"
419,서울교육대학교,"서울특별시 서초구 서초중앙로 96 (서초동, 서울교육대학교,서울교대초등학교)"
420,서울교육대학교 교육대학원,"서울특별시 서초구 서초중앙로 96 (서초동, 서울교육대학교,서울교대초등학교)"
421,서울교육대학교 교육전문대학원,"서울특별시 서초구 서초중앙로 96 (서초동, 서울교육대학교,서울교대초등학교)"
422,경인교육대학교,"인천광역시 계양구 계산로 62 (계산동, 경인교육대학교)"
423,경인교육대학교,"경기도 안양시 만안구 삼막로 155 (석수동, 경인교육대학교)"
424,경인교육대학교 교육전문대학원,"인천광역시 계양구 계산로 62 (계산동, 경인교육대학교)"
425,전주교육대학교,"전라북도 전주시 완산구 서학로 50 (동서학동, 전주교육대학교)"
426,전주교육대학교교육대학원,"전라북도 전주시 완산구 서학로 50 (동서학동, 전주교육대학교)"
427,진주교육대학교,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)"
428,진주교육대학교교육대학원,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)"
429,청주교육대학교,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)"
430,청주교육대학교교육대학원,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)"
431,춘천교육대학교,"강원도 춘천시 공지로 126 (석사동, 춘천교육대학교)"
432,춘천교육대학교교육대학원,"강원도 춘천시 공지로 126 (석사동, 춘천교육대학교)"
433,한밭대학교,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교)"
434,한경대학교(산업대),경기도 안성시 중앙로 327 (석정동)
435,한경대학교(산업대학) 공공정책대학원,"경기도 안성시 중앙로 327 (석정동, 한경대학교)"
436,한경대학교산업대학원(산업대),경기도 안성시 중앙로 327 (석정동)
437,한경대학교 국제개발협력대학원(산업대),경기도 안성시 중앙로 327 (석정동)
438,한경대학교 미래융합기술대학원(산업대),경기도 안성시 중앙로 327 (석정동)
439,진주산업대학교,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)"
440,진주산업대학교 산업대학원,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)"
441,진주산업대학교 벤처창업대학원,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)"
442,한국산업기술대학교,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교)"
443,한국산업기술대학교 산업기술경영대학원,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교)"
444,한국산업기술대학교 지식기반기술·에너지대학원,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교)"
445,한국방송통신대학교,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교)"
446,한국방송통신대학교 경영대학원,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교)"
447,한국방송통신대학교 대학원,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교)"
448,남서울대학교,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)"
449,남서울대학교 특수대학원,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)"
450,우송대학교(산업대),"대전광역시 동구 동대전로 171 (자양동, 우송정보대학,우송대서캠퍼스)"
451,호원대학교,"전라북도 군산시 임피면 호원대3길 64 (월하리, 호원대학교)"
452,청운대학교,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)"
453,청운대학교 대학원,충청남도 홍성군 홍성읍 대학길 25 (남장리)
454,경운대학교,"경상북도 구미시 산동면 강동로 724-5 (인덕리, 경운대학교)"
455,정석대학,"서울특별시 강서구 하늘길 260 (공항동, 대한항공)"
456,삼성중공업공과대학,"경상남도 거제시 장평3로 80 (장평동, 삼성중공업(주)거제조선소)"
457,SPC식품과학대학,서울특별시 동작구 신대방16다길 14 (신대방동)
458,대우조선해양공과대학,"경상남도 거제시 거제대로 3370 (아주동, 대우조선해양)"
459,현대중공업공과대학,"울산광역시 동구 방어진순환도로 1000 (전하동, 현대중공업(주))"
460,포스코기술대학,"경상북도 포항시 남구 지곡로 120 (지곡동, 포스코인재개발원)"
461,포스코기술대학,"전라남도 광양시 금호로 215 (금호동, 백운아트홀)"
462,삼성전자공과대학교,"경기도 용인시 기흥구 삼성로 1 (농서동, 삼성전자(주)기흥캠퍼스)"
463,KDB금융대학교,"서울특별시 영등포구 은행로 14 (여의도동, 산업은행본점)"
464,LH토지주택대학교,"대전광역시 유성구 엑스포로539번길 99 (전민동, LH토지주택연구원)"
465,국제예술대학교,"서울특별시 강남구 도산대로30길 47 (논현동, 국제예술대학교)"
466,백석예술대학교,"서울특별시 서초구 방배로9길 23 (방배동, 백석예술대학교)"
467,정화예술대학교,"서울특별시 중구 퇴계로16길 21 (남산동1가, 정화예술대학교명동캠퍼스본관)"
468,정화예술대학교,"서울특별시 중구 퇴계로8길 73 (회현동1가, 정화예술대학교남산캠퍼스)"
469,강원도립대학교,"강원도 강릉시 주문진읍 연주로 270 (교항리, 강원도립대학)"
470,경남도립거창대학,"경상남도 거창군 거창읍 거창대학로 72 (대평리, 경남도립거창대학)"
471,경남도립남해대학,"경상남도 남해군 남해읍 화전로78번길 30 (남변리, 경남도립남해대학)"
472,경북도립대학교,"경상북도 예천군 예천읍 도립대학길 114 (청복리, 경북도립대학교)"
473,충북도립대학교,"충청북도 옥천군 옥천읍 대학길 15 (문정리, 충북도립대학교)"
474,충남도립대학교,"충청남도 청양군 청양읍 학사길 55 (벽천리, 충남도립대학교)"
475,한국복지대학교,"경기도 평택시 삼남로 283 (장안동, 국립한국재활복지대학)"
476,가톨릭상지대학교,"경상북도 안동시 상지길 45 (율세동, 가톨릭상지대학교)"
477,군산간호대학교,"전라북도 군산시 동개정길 7 (개정동, 군산간호대학교)"
478,거제대학교,"경상남도 거제시 마전1길 91 (장승포동, 거제대학)"
479,경남정보대학교,"부산광역시 사상구 주례로 45 (주례동, 경남정보대학)"
480,호산대학교,"경상북도 경산시 하양읍 대경로105길 19 (부호리, 호산대학교)"
481,경민대학교,"경기도 의정부시 서부로 545 (가능동, 경민대학)"
482,영남외국어대학,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)"
483,경북전문대학교,"경상북도 영주시 대학로 77 (휴천동, 경북전문대학교)"
484,경복대학교,"경기도 남양주시 진접읍 경복대로 425 (금곡리, 경복대학교)"
485,경인여자대학교,"인천광역시 계양구 계양산로 63 (계산동, 경인여자대학)"
486,서라벌대학교,"경상북도 경주시 태종로 516 (충효동, 서라벌대학)"
487,계명문화대학교,"대구광역시 달서구 달서대로 675 (신당동, 계명문화대학교)"
488,계원예술대학교,"경기도 의왕시 계원대학로 66 (내손동, 계원예술대학교)"
489,광양보건대학교,"전라남도 광양시 광양읍 대학로 85 (덕례리, 광양보건대학)"
490,광주보건대학교,"광주광역시 광산구 북문대로419번길 73 (신창동, 광주보건대학)"
491,구미대학교,"경상북도 구미시 야은로 37 (부곡동, 구미대학교)"
492,서해대학,"전라북도 군산시 서해대길 6 (오룡동, 서해대학)"
493,군장대학교,"전라북도 군산시 성산면 군장대길 13 (도암리, 군장대학)"
494,강동대학교,"충청북도 음성군 감곡면 대학길 278 (단평리, 강동대학교)"
495,고구려대학교,"전라남도 나주시 다시면 백호로 125 (복암리, 고구려대학)"
